,cid,peak_ra,peak_decl,nepoch,official_name,type_dr,smp_peakmag_r,smp_mjd_peakmag_r,smp_nepoch_snr5_r,n_SNspec,n_GALspec,z_best_with_BOSS_HELIO,z_best_err_with_BOSS_HELIO,z_best_with_BOSS_CMB,z_best_err_with_BOSS_CMB,x0,x0err,x1,x1err,c,cerr,pkmjd,pkmjderr,mu,muerr,fitprob,chi2,ndof,delta,deltaerr,av,averr,pkmjd.1,pkmjderr.1,mu.1,muerr.1,fitprob.1,chi2.1,ndof.1,pz_ia,ztp1A_logprob,ztp1A_lc_quality,pz_ibc,ztp1BC_logprob,ztp1BC_lc_quality,pz_ii,ztp2_logprob,ztp2_lc_quality,Nnnz,Pnnz_Ia,Pnnz_Ibc,Pnnz_II,ztp1a_z_moment1,ztp1a_z_moment2),ztp1a_dm_moment1,ztp1a_dm_moment2),ztp1a_av_moment1,ztp1a_av_moment2),ztp1a_tmax_moment1,ztp1a_tmax_moment2),ztp1bc_dm15,ztp2_dm15,x0.1,x0err.1,x1.1,x1err.1,c.1,cerr.1,pkmjd.2,pkmjderr.2,zphot,zphoterr,fitprob.2,chi2.2,ndof.2,p_ia,tp1A_logprob,tp1A_lc_quality,p_ibc,tp1BC_logprob,tp1BC_lc_quality,p_ii,tp2_logprob,tp2_lc_quality,Nnn,Pnn_Ia,Pnn_Ibc,Pnn_II,tp1a_z_moment1,tp1a_z_moment2),tp1a_dm_moment1,tp1a_dm_moment2),tp1a_av_moment1,tp1a_av_moment2),tp1a_tmax_moment1,tp1a_tmax_moment2),tp1bc_dm15,tp2_dm15,host_objid_dr8,ra,decl,host_sep_DR8,host_DLR_DR8,z,zErr,z.1,zErr.1,dered_u,err_u,dered_g,err_g,dered_r,err_r,dered_i,err_i,dered_z,err_z,logMass_Ravi,logMass_lo_Ravi,logMass_hi_Ravi,logSSFR_Ravi,logSSFR_lo_Ravi,logSSFR_hi_Ravi,age_Ravi,age_lo_Ravi,age_hi_Ravi,minredchi2_Ravi,logMass_Mat,logMass_lo_Mat,logMass_hi_Mat,logSFR_Mat,logSFR_lo_Mat,logSFR_hi_Mat,age_Mat,minchi2_Mat,dr_notes,is_snia,is_snii,is_snib,is_uk
112,863,-5.305757,0.284288,10,\N,zSNII,21.423000000000002,53623.3,9,0,0,0.094283,1.1e-05,0.092949,1.1e-05,2.7146e-05,2.84e-06,5,0.8323,0.6513,0.0839,53626,1.44,40.4015,0.2764,0.0405,71.1,52,-0.9712,0.0634,1.7507,0.1695,53622.2,0.54,39.7858,0.1801,0.00126,124.9,81,0.0000,-6.49080,59,0.0000,-8.27570,3,1.0000,-0.03250,51,\N,\N,\N,\N,0.07893,0.00774596659457504,0.60200,0.00547722550586848,2.80300,0.216009255810288,53627.359,1.9700253911972,1.00,1.00,3.3112e-05,2.55e-06,5,0.0892,0.499,0.068,53629.7,0.98,0.1932,0.0026,3.72e-05,117.5,63,0.0000,-6.08410,59,0.0000,-3.95470,19,1.0000,-0.02140,59,76,0.0000,0.0000,1.0000,0.03521,0.00316227762022545,0.60300,0.00547722550586848,2.90000,0.174985711970494,53624.898,0.930053767013899,306.00,305.00,1237666408440070385,354.6942443848,0.2842000127,0.57778,0.37380,0.081278,0.026201,0.079547,0.024352,19.7564,0.0713365,18.493,0.00998793,17.8731,0.00867211,17.5091,0.00869269,17.2541,0.0242714,10.2315,10.1779,10.2744,-10.3893,-10.5480,-10.2050,5.6966,3.8621,7.1216,0.3499,10.3670,9.8900,10.4290,0.6040,-0.2470,0.6170,12.0000,42.3200,\N,0,1,0,0
124,883,-8.736855,-0.110729,13,\N,Variable,21.537,53663.2,4,0,0,0.302223,1.6e-05,0.300628,1.6e-05,3.6545e-05,1.92e-06,5,0.4165,-0.2339,0.0539,53658.9,0.61,42.6685,0.2479,0.000519,93.4,53,-0.8544,0.0921,-0.3587,0.1438,53655.4,0.89,42.484,0.2134,6.42e-09,139.9,57,1.0000,-7.10900,63,0.0000,-17.56070,63,0.0000,-14.22770,62,\N,\N,\N,\N,0.21796,0.0303315021127308,0.60200,0.0089442717970235,-0.50400,0.219999999403954,53658.891,0.889943816040353,2.00,4.00,4.0813e-05,2.38e-06,5,0.3651,-0.0838,0.0691,53658.3,0.22,0.1912,0.0077,0.000152,77.7,38,1.0000,-6.42950,63,0.0000,-10.92810,63,0.0000,-10.49490,51,-1,-1.0000,-1.0000,-1.0000,0.21406,0.0303315021127308,0.60400,0.00999999987368938,-0.61300,0.218997712887618,53658.879,0.840238043911424,304.00,305.00,1237657190901416194,351.2631835938,-0.1107889712,0.42725,0.48077,0.332607,0.055425,0.225768,0.0783876,20.9832,0.116994,20.2675,0.0277402,19.239,0.017284,18.8049,0.0162619,18.4525,0.041373,10.9338,10.8706,10.9855,-10.5683,-10.7967,-10.2095,5.8344,4.2103,6.7733,0.7613,11.0640,10.7290,11.0710,0.9740,0.7260,0.9810,10.0000,3.0300,\N,0,0,0,0
125,884,-4.443671,-0.0017079999999999999,16,\N,Variable,21.629,53685.2,13,0,0,0.318397,4.7e-05,0.316794,4.7e-05,3.0315e-05,1.21e-06,5,0.8849,-0.1129,0.042,53687.9,0.03,42.5174,0.2657,6.07e-05,124.9,70,-1,0.0274,0.3141,0.0999,53680.7,0.02,41.9811,0.1506,4.21e-16,227.7,80,1.0000,-0.97880,60,0.0000,-7.45840,60,0.0000,-7.66350,59,\N,\N,\N,\N,0.21756,0.0379473322096587,0.61300,0.0209761770453193,0.16100,0.321993788308299,53689.102,1.05023808958859,2.00,3.00,3.1444e-05,2.75e-06,4.112,0.6455,-0.1651,0.0711,53687.6,0.83,0.3303,0.0381,0.0616,83.4,65,1.0000,-0.63450,62,0.0000,-2.96260,62,0.0000,-2.64210,62,117,0.1026,0.0000,0.8974,0.12871,0.0170293862576419,0.61300,0.0189736661048294,0.50800,0.256007813936056,53687.879,0.779743535048337,304.00,302.00,1237657190903251303,355.5563354492,-0.0017588343,0.39873,0.55116,0.338014,0.082062,0.28834,0.12732,20.6721,0.0758461,20.3932,0.0262468,19.8042,0.0222195,19.5377,0.0236072,19.0738,0.0594,10.2453,10.1608,10.3355,-10.0689,-10.1294,-10.0080,3.4125,2.4545,4.0224,5.8226,10.1630,9.9330,10.4650,1.0590,0.6490,1.2980,3.0000,35.1500,\N,0,0,0,0
128,893,5.494212999999999,-0.131723,7,\N,zSNIa,21.072,53616.3,6,0,0,0.110133,2.6000000000000002e-05,0.10883399999999999,2.6000000000000002e-05,8.2031e-05,4.06e-06,-1.1807,0.4469,0.0364,0.043,53620.2,0.48,39.881,0.2086,0.00585,69.9,43,-0.1227,0.1565,0.46,0.1159,53618.6,1.01,40.1513,0.1783,0.525,78.6,80,1.0000,-0.37160,55,0.0000,-1.23880,55,0.0000,-20.04480,63,\N,\N,\N,\N,0.10425,0.00999999987368938,1.24900,0.119999998969336,0.62200,0.194010313191909,53619.371,0.71972217325557,2.00,1.00,8.5816e-05,5.33e-06,-0.4254,0.7173,-0.0094,0.062,53619.3,0.75,0.0286,0.0227,0.322,26.6,24,0.9965,-0.29410,51,0.0035,-0.56380,51,0.0000,-9.19180,59,1131,0.9735,0.0009,0.0256,0.19782,0.0189736661048294,1.12900,0.130996184217502,0.06800,0.184010873898902,53619.230,0.949736810918467,304.00,301.00,1237657190907641944,5.4930419922,-0.1327472031,5.63539,2.28451,0.112403,0.022091,0.109814,0.0268088,19.179,0.0683287,17.4679,0.00778387,16.5488,0.00566253,16.0954,0.00540513,15.7735,0.013203,11.2176,11.0893,11.3179,-11.0967,-13.2439,-10.5848,6.7948,5.0549,8.6261,0.0862,10.9300,10.8540,11.3080,-99.0000,-99.0000,-99.0000,4.0000,128.8000,\N,1,0,0,0
129,894,9.379189,-0.191523,21,\N,Variable,21.604,53626.3,17,0,0,1.03172,0.000342,1.0294,0.000342,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.0000,-115.33350,62,0.0000,-260.37469,62,0.0000,-123.87940,62,\N,\N,\N,\N,0.23083,0.0303315021127308,0.60000,0,0.96400,0.241991733061061,53654.250,0.860232532247382,4.00,1.00,4.9432e-05,2.89e-06,5,0.0819,0.1343,0.0701,53652.1,0.2,0.0576,0.0006,3.02e-27,187.2,24,0.0000,-49.48280,63,0.0000,-61.80970,63,1.0000,-6.46720,59,303,0.0000,0.0000,1.0000,0.08257,0.0063245552404509,0.60000,0,0.86700,0.148996642717359,53651.820,0.51961525259449,304.00,305.00,1237657190909346012,9.3792028427,-0.1915542185,0.15539,0.27690,0.258851,0.073344,0.26769,0.0873982,21.8047,0.163615,21.5088,0.0540662,21.0576,0.0480508,21.2902,0.081094,20.5398,0.169877,10.7675,10.7357,10.8646,-9.6256,-9.6783,-9.5162,0.4430,0.4338,0.4880,8.3296,10.1340,9.3950,11.1520,1.8330,1.0680,2.1300,0.3000,31.2100,\N,0,0,0,0
130,895,13.317276999999999,-0.062287,2,\N,Unknown,21.695,53616.3,2,0,0,0.268221,4.9e-05,0.266814,4.9e-05,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0.9920,-0.06960,3,0.0079,-0.16620,59,0.0000,-0.69900,51,\N,\N,\N,\N,0.29639,0.0359165706020134,0.71800,0.107004673296489,0.03000,0.335007466902003,53593.828,4.09999993487102,1.00,1.00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0.9866,-0.06910,3,0.0133,-0.12670,59,0.0000,-0.41570,51,-1,-1.0000,-1.0000,-1.0000,0.29663,0.0343511283820837,0.70600,0.0999999988824129,0.11700,0.313001599675652,53593.910,3.35007456226782,306.00,301.00,1237657190911049914,13.3172941208,-0.0622774884,0.35839,0.44166,0.2419,0.015043,0.234726,0.0372161,22.3544,0.386972,20.456,0.0331955,19.0259,0.0150759,18.5164,0.0138824,18.1975,0.038176,11.0874,10.9902,11.1667,-15.2400,-40.6197,-11.8373,7.1608,4.5608,9.5608,0.1304,10.8130,10.8100,10.8170,-99.0000,-99.0000,-99.0000,3.5000,0.8000,\N,0,0,0,1
131,896,14.05608,-0.186447,17,\N,Unknown,21.944000000000003,53639.4,7,0,0,0.425016,4.1e-05,0.423446,4.1e-05,2.8731e-05,1.36e-06,5,0.1391,-0.3261,0.0413,53656.5,0.43,43.1994,0.2206,0,507.5,61,-1,0.3,-1.1318,0.1251,53643.4,0.36,43.8664,0.2034,0,587.1,73,1.0000,-148.17070,63,0.0000,-164.10460,62,0.0000,-152.71440,63,\N,\N,\N,\N,0.28402,0.0225831792154767,0.60000,0,-0.41200,0.151986841123928,53651.379,0.589915239662801,4.00,4.00,3.4418e-05,2.16e-06,-2.0401,0.1866,-0.7225,0.0222,53648.8,0.35,0.4676,0.0032,4.2039e-45,373,64,0.0000,-97.34680,63,0.0000,-68.97470,19,1.0000,-17.51570,51,99,0.0000,0.0000,1.0000,0.22142,0.0126491104809018,0.60000,0,-0.89100,0.0719722159021538,53650.488,0.330151476412564,307.00,305.00,1237666339187851518,14.0560922623,-0.1864686608,0.19872,0.17553,0.456521,0.086032,0.352009,0.153216,21.1444,0.164939,20.7277,0.0476919,19.6156,0.0269559,19.0299,0.0239769,18.5965,0.0608471,11.3065,11.2284,11.3378,-10.7830,-10.8514,-10.5517,6.2959,5.4813,6.7257,0.8129,11.2040,11.1220,11.2160,0.8920,0.8530,0.9730,4.5000,3.6500,\N,0,0,0,1
138,910,7.83212,-0.590712,13,\N,Unknown,20.489,53616.3,10,0,0,0.149071,1.1e-05,0.147747,1.1e-05,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.0000,-0.01230,3,0.0000,-4.19250,59,0.0000,-26.84160,51,\N,\N,\N,\N,0.19989,0.0238746722424969,0.74300,0.0999999988824129,-0.71000,0.217990826613337,53589.531,2.60000004401574,1.00,1.00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.0000,-0.00880,3,0.0000,-0.74960,51,0.0000,-7.69900,51,-1,-1.0000,-1.0000,-1.0000,0.19716,0.0219089020234739,0.76400,0.103004855372802,-0.70700,0.207002412838971,53590.238,2.2799122689752,303.00,301.00,1237657190371754098,7.8323593140,-0.5907885432,1.02261,1.31594,0.163611,0.028343,0.143884,0.0395843,20.8876,0.117733,19.826,0.0205483,19.0877,0.015783,18.6707,0.0154605,18.4081,0.0400849,10.2611,10.1904,10.3174,-10.4222,-10.7502,-10.1603,5.7601,3.6573,7.3805,0.6918,10.4490,10.0640,10.4590,0.4980,0.0560,0.5490,11.0000,8.3500,\N,0,0,0,1
153,930,14.261267000000002,-0.627308,35,\N,zSNII,21.057,53671.4,26,0,0,0.290116,4.5e-05,0.288698,4.5e-05,5.3456e-05,1.15e-06,5,0.1831,-0.045,0.0242,53656.3,0.18,41.7029,0.1842,0,809,109,-1,0.3,-0.2549,0.0678,53652.7,0.33,41.8361,0.0931,0,1254.2,121,0.0000,-223.16431,63,0.0000,-286.48679,63,1.0000,-104.52430,23,\N,\N,\N,\N,0.20519,0.00707106772255038,0.60000,0,-0.43700,0.0570087718430701,53658.699,0.46043457461034,2.00,3.00,6.1749e-05,2.26e-06,-1.5516,0.0691,-0.772,0.0111,53656,0.14,0.4681,0.0013,0,1249,108,0.0000,-206.28819,63,0.0000,-201.71671,63,1.0000,-46.27160,55,285,0.0000,0.0000,1.0000,0.08573,0.00447213589851175,0.60000,0,0.46200,0.101980390410668,53656.430,0.349284985893907,304.00,305.00,1237666338651111714,14.2612581253,-0.6273307800,0.42333,0.48072,0.305684,0.068738,0.204095,0.101395,20.9807,0.120748,20.2328,0.0270382,19.2591,0.0169726,18.8069,0.0165341,18.3852,0.0377128,10.9014,10.8356,10.9372,-10.5241,-10.6901,-10.1094,5.9182,3.5704,6.8747,2.9381,11.0260,10.9700,11.0380,0.9360,0.9240,1.1690,10.0000,8.0400,\N,0,1,0,0
171,952,3.7500709999999997,0.319104,20,\N,AGN,21.340999999999998,53635.3,16,0,0,0.46156,0.00011399999999999999,0.459833,0.00011399999999999999,5.9737e-05,1.72e-06,5,0.0379,-0.1896,0.0223,53643.1,0.06,42.0053,0.183,0,762,72,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.0000,-204.13310,63,0.0000,-99.00000,63,0.0000,-251.47760,63,\N,\N,\N,\N,0.28871,0.00774596659457504,0.60000,0,-0.24700,0.0549545261606017,53645.648,0.360555120933857,4.00,1.00,6.5205e-05,2.69e-06,5,0.0823,-0.2371,0.0477,53646.8,0.04,0.3284,0.0026,1.88e-32,277,52,0.0000,-85.36960,63,0.0000,-127.40890,63,1.0000,-55.86330,51,63,0.0000,0.0000,1.0000,0.22039,0.00836660037707252,0.60000,0,-0.97800,0.0250998012761581,53643.328,0.319374385467356,304.00,305.00,1237657191443726532,3.7500987053,0.3190615773,0.53477,0.43905,0.598363,0.187143,0.344083,0.265489,20.1145,0.0609734,19.7395,0.0182511,19.4059,0.019143,18.895,0.0170649,18.4758,0.0451219,11.0251,10.8873,11.0553,-10.0721,-10.1060,-10.0721,3.9063,3.9063,4.0054,27.1621,10.6230,10.0050,11.4720,1.6750,1.1750,1.9930,2.0000,287.1000,\N,0,0,0,0
173,954,5.4320580000000005,0.295691,2,\N,Variable,22.875,53677.3,0,0,0,0.143564,1.4999999999999999e-05,0.142224,1.4999999999999999e-05,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0.0070,-27.00090,63,0.9404,-25.09850,62,0.0526,-26.58670,63,-1,-1.0000,-1.0000,-1.0000,0.42288,0.193674985915263,1.19600,0.376005315300474,3.00000,0.224008926879487,53658.750,3.04006572727625,307.00,301.00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0.1163,-25.73990,62,0.8575,-24.49490,62,0.0262,-26.47500,62,1,0.0000,1.0000,0.0000,0.23921,0.278478008902736,1.32400,0.393001271413246,3.00000,0,53666.852,6.84996356815201,307.00,301.00,1237657191444447412,5.4322342873,0.2955129147,0.84391,0.82034,0.101444,0.022714,0.123418,0.0329619,19.0421,0.0400161,17.8949,0.00718777,17.2915,0.00644824,16.8008,0.00597429,16.5519,0.0151851,10.9111,10.8506,10.9563,-10.3198,-10.4361,-10.0978,5.9962,3.2816,7.1530,6.6766,11.0780,10.5730,11.1780,1.2110,0.4440,1.3160,10.0000,288.8000,\N,0,0,0,0
185,986,-7.187831,1.141782,3,\N,zSNIa,21.541999999999998,53623.3,4,0,0,0.280578,2.2e-05,0.279009,2.2e-05,4.2237e-05,2.74e-06,-0.2323,1.034,0.0052,0.0617,53619.8,1.58,40.8647,0.2968,0.991,43.4,68,-0.0971,0.2532,0.314,0.207,53618.4,2.11,41.0079,0.2415,1,35.1,67,1.0000,-0.00040,51,0.0000,-0.07570,59,0.0000,-1.29580,59,\N,\N,\N,\N,0.29845,0.0344963763437844,0.96300,0.207990385946357,0.04300,0.25,53616.648,3.09999994462536,3.00,1.00,4.095e-05,4.15e-06,-1.7584,1.3113,0.1586,0.164,53619.1,1.62,0.1604,0.0964,0.62,21.3,24,0.9998,-0.00040,51,0.0002,-0.01280,59,0.0000,-0.29330,59,1605,0.9894,0.0025,0.0081,0.30090,0.0336154724739024,1.03700,0.199999997764826,0.04300,0.238997906017807,53618.109,2.2799122689752,307.00,301.00,1237663463145079009,352.8123474121,1.1416407824,0.77701,0.74959,0.309473,0.092462,0.288747,0.115933,21.2614,0.192676,20.6932,0.0458446,19.8866,0.0312825,19.5962,0.0367118,19.3805,0.114457,10.2615,10.1625,10.3628,-10.2247,-10.3750,-10.0405,4.2175,2.5549,5.6977,0.0301,10.1480,10.1400,10.4400,0.7940,0.7420,0.9490,1.6000,0.2900,\N,1,0,0,0
187,991,11.424241,1.044526,30,\N,Variable,22.906,53693.3,0,0,0,0.224588,5.6000000000000006e-05,0.22320700000000002,5.6000000000000006e-05,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0.3695,-0.00260,60,0.3594,-0.00220,63,0.2711,-0.00220,60,-1,-1.0000,-1.0000,-1.0000,0.40526,0.214522728802846,1.15700,0.380000000752901,3.00000,0,53685.590,4.64004317723936,307.00,305.00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0.3970,-0.00260,60,0.2780,-0.00220,63,0.3250,-0.00220,60,-1,-1.0000,-1.0000,-1.0000,0.40526,0.214522728802846,1.15700,0.380000000752901,3.00000,0,53685.590,4.64004317723936,303.00,305.00,1237663716555423958,9.6337976456,1.0445106030,0.08279,0.08223,0.266579,0.049143,0.228558,0.0778089,20.7859,0.104226,19.7317,0.0193974,18.6409,0.0118814,18.164,0.0114759,17.9379,0.0288824,10.9415,10.9018,11.0219,-10.9095,-11.0543,-10.6200,6.2394,5.3059,8.3772,0.5647,10.8230,10.8140,10.8320,-0.1200,-0.1290,-0.1120,5.0000,8.7600,\N,0,0,0,0
227,1123,-1.145201,-0.287638,9,\N,Variable,21.265,53622.3,9,0,0,0.26760500000000004,2.6000000000000002e-05,0.266079,2.6000000000000002e-05,4.448e-05,2.29e-06,5,0.4007,-0.0359,0.0548,53690.5,0.46,41.8759,0.2367,1.3e-14,135,32,-1,0.3,0.6792,0.1247,53682,0.76,41.1061,0.1656,1.24e-36,276.2,41,1.0000,-17.58000,60,0.0000,-33.37260,60,0.0000,-64.79860,60,\N,\N,\N,\N,0.24273,0.0230217292867604,0.60000,0.00447213589851175,0.17200,0.174985711970494,53690.719,0.540370239473331,2.00,1.00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0.9999,-18.02000,60,0.0000,-34.60730,62,0.0001,-21.04820,46,-1,-1.0000,-1.0000,-1.0000,0.24249,0.0216794833665551,0.60000,0.00447213589851175,0.17800,0.166012045877808,53690.750,0.489897943081599,304.00,302.00,1237663783660028091,358.8547973633,-0.2876740396,0.09286,0.14692,0.365049,0.083892,0.268024,0.143897,20.4807,0.0669821,19.984,0.0216616,19.0804,0.0141595,18.6782,0.0137206,18.2564,0.0308036,10.8567,10.7916,10.8673,-10.6067,-10.7153,-10.5562,6.6137,5.7880,7.4632,4.5599,11.0200,10.8430,11.0340,1.1530,0.9210,1.2230,10.0000,18.1000,\N,0,0,0,0
230,1127,0.39807600000000004,-0.393838,17,\N,Unknown,20.658,53622.3,18,0,0,0.077374,1.3000000000000001e-05,0.076085,1.3000000000000001e-05,5.9995e-05,5.15e-06,5,0.2633,0.6247,0.0787,53624.7,0.85,39.6183,0.2424,0.00338,38.4,18,-1,0.8598,2.1623,0.1077,53630.1,0.52,38.4151,0.1019,3.34e-14,170.1,53,0.0000,-33.59180,31,0.0000,-24.58840,63,1.0000,-1.08200,59,\N,\N,\N,\N,0.05264,0.00447213589851175,0.60000,0,3.00000,0,53645.539,0.270185119736666,2.00,3.00,6.2348e-05,5.58e-06,5,0.0572,0.7039,0.0706,53634.4,0.01,0.0054,0.0011,1.62e-12,118.8,30,0.0000,-34.97470,31,0.0000,-23.91360,63,1.0000,-0.52140,63,68,0.0000,0.0000,1.0000,0.08223,0.00447213589851175,0.60000,0,3.00000,0,53645.770,0.270185119736666,304.00,305.00,1237663783660683462,0.3988860250,-0.3951849639,5.52522,1.35045,0.079346,0.022794,0.0816986,0.0190904,18.3638,0.0316417,16.7667,0.00503629,15.9297,0.00394814,15.488,0.00376505,15.1557,0.00771105,11.1867,11.0963,11.2381,-10.5243,-10.9559,-10.3633,6.8738,5.0645,8.4189,0.0561,10.8680,10.7900,11.2120,-99.0000,-99.0000,-99.0000,4.0000,328.4000,\N,0,0,0,1
238,1135,7.449258,-0.38293299999999997,17,\N,AGN,20.745,53674.2,16,0,0,0.229893,5.1e-05,0.228471,5.1e-05,0.00010455,3.44e-06,5,0.0634,0.0346,0.0328,53679.3,0.44,40.7417,0.1892,1.00893e-43,309,39,-1,0.3,0.7647,0.0761,53674.5,0.01,40.0046,0.0977,9.43e-38,277.6,39,0.0000,-72.87940,62,0.0000,-184.80690,63,1.0000,-61.00040,63,\N,\N,\N,\N,0.22088,0.00836660037707252,0.60000,0,0.43800,0.0709929587552246,53683.762,0.399999995529652,4.00,3.00,8.8887e-05,2.37e-06,5,0.0014,0.1344,0.0538,53680.8,0.13,0.332,0.0098,1.44e-25,185.4,27,0.0000,-75.85700,62,0.0000,-54.55440,31,1.0000,-22.53170,63,663,0.0000,0.0015,0.9985,0.22937,0.0063245552404509,0.60000,0,0.16900,0.0540370254122994,53679.762,0.161245156629406,307.00,305.00,1237663783663763785,7.4492573738,-0.3829374909,0.25075,0.19696,0.282234,0.065436,0.242768,0.0927606,20.1304,0.065578,19.3152,0.0165355,18.2922,0.0107238,17.7992,0.0100284,17.5834,0.0261876,11.1190,11.0107,11.1191,-10.9014,-10.9014,-10.8009,7.4075,5.2560,7.4075,2.1773,10.9790,10.9310,11.0210,0.6670,0.0720,0.7470,4.5000,15.7200,\N,0,0,0,0
245,1145,-6.059632,0.9897389999999999,2,\N,Variable,22.279,53655.2,0,0,0,0.085492,1.9e-05,0.084165,1.9e-05,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0.0271,-17.07780,19,0.4243,-16.25730,59,0.5486,-16.15430,3,9,0.0000,0.0000,1.0000,0.36543,0.217439643717717,1.17600,0.380998693562818,2.91900,0.513000978450325,53607.430,3.56005614932924,304.00,308.00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0.2246,-15.84770,59,0.7331,-14.92450,31,0.0423,-15.84770,63,1,0.0000,1.0000,0.0000,0.02622,0.0763544376881531,1.19000,0.396005049485467,3.00000,0,53642.020,4.38998853747147,307.00,301.00,1237663278462009430,353.9402465820,0.9895169139,1.01077,0.59652,0.097369,0.019456,0.088627,0.022317,19.2914,0.0504501,17.5806,0.00647367,16.7112,0.00475417,16.3243,0.00490846,16.0252,0.0104984,10.7506,10.6858,10.8303,-14.3724,-40.6251,-11.5881,7.6635,5.6706,9.6623,0.0149,10.5950,10.5850,10.6030,-99.0000,-99.0000,-99.0000,3.5000,59.7300,\N,0,0,0,0
249,1150,-0.41785900000000004,0.982125,2,\N,zSNII,21.974,53685.2,0,0,0,0.458071,4.7e-05,0.45631499999999997,4.7e-05,1.4442e-05,1.36e-06,5,0.7547,-0.1639,0.0666,53685.7,1.24,43.4717,0.3335,0.798,36.9,45,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0.9966,-0.60730,60,0.0034,-1.05750,63,0.0000,-2.46850,60,\N,\N,\N,\N,0.21221,0.0581377664929273,0.62500,0.0360555128037173,0.34600,0.511996099425523,53684.281,1.7401149721637,4.00,1.00,1.7121e-05,1.74e-06,4.0269,0.7675,0.0953,0.1482,53683,1.63,0.2292,0.09,0.493,28.5,29,0.0547,-0.11980,62,0.0000,-0.34780,63,0.9452,-0.02690,59,692,0.0000,0.0043,0.9957,0.22733,0.0503984128308594,0.62700,0.0360555128037173,0.44700,0.400998746961553,53684.230,1.54983868528597,307.00,305.00,1237663278464434458,359.5821228027,0.9821073413,0.28175,0.32708,0.13875,0.022361,0.138195,0.0352187,21.7425,0.223204,20.5138,0.0325283,19.7183,0.024127,19.3219,0.0264129,19.026,0.0726159,10.9462,10.8191,11.0426,-10.1624,-10.2411,-9.9995,4.1852,2.7241,5.3459,5.9056,11.0570,10.7120,11.3410,1.5340,1.2890,1.6200,8.0000,20.9200,\N,0,1,0,0
250,1151,15.814708,-0.293669,4,\N,Unknown,21.48,53622.4,2,0,0,0.36284,2.3e-05,0.361362,2.3e-05,5.1647e-05,6.42e-06,0.7787,1.1671,-0.1335,0.0709,53618.8,3.76,41.2351,0.3307,0.557,39.1,41,-0.0621,0.2862,0.1022,0.2261,53622.9,2.47,41.1792,0.2867,0.826,47,57,0.2827,-0.00350,51,0.7173,0.00000,59,0.0000,-1.29580,51,\N,\N,\N,\N,0.29128,0.0529150252779135,1.16100,0.274007298924867,0.17200,0.474004226251263,53620.441,4.17995216743808,4.00,1.00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0.1131,-0.00130,51,0.8869,0.00000,43,0.0000,-0.43530,1,18,0.7778,0.1667,0.0556,0.29757,0.0360555128037173,1.18800,0.277001801424676,0.42700,0.318998432583082,53621.129,3.24992311826883,307.00,302.00,1237663783667433828,15.8146543503,-0.2936975360,0.33772,0.69541,0.408306,0.102402,0.35277,0.0917852,22.2481,0.207897,22.285,0.100681,21.4127,0.0614337,21.2634,0.074376,20.825,0.206444,9.7239,9.5838,9.8764,-10.0220,-10.1685,-9.8971,2.7155,1.7152,4.4008,0.8245,9.6160,9.2760,9.9870,0.2260,0.0840,0.7420,7.0000,4.0700,\N,0,0,0,1
